sample_name,replicate,serial_number,extract_number,seqid_16s_xxx,seqid_18s_xxx,seqid_12s_xxx,project_id,project_title,project_description,project_proposal,notes,collection_date_only,collection_time_local_only,cruise,station,region,degrees_latitude,degrees_longitude,depth_meters,depth_category,ctd_bottle_no,volume_filtered_ml,sample_collection_device,sample_collection_method,sample_material_processing,size_fraction,env_material,sample_type,temperature_celsius,ph,salinity,pressure,temp_station,temp_depth,ctdoxy,oxygen_umol_kg,phosphate_umol_kg,silicate_umol_kg,nitrate_umol_kg,nitrite_umol_kg,nitrate_nitrite_umol_kg,nh4_umol_kg,dic_umol_kg,pco2_mea_uatm,ph_tot_mea,carbonate_umol_kg,dna_sample_number,plate,plate_name,well_number,well_position,station_depth,ship_crs_expocode,woce_sect,date,utc_time,lat_lon,submitted_to_insdc,investigation_type,samp_mat_process,target_gene,additional_notes,notes_on_bottle_metadata
GOMECC4_CATOCHE_Sta109_Deep_B,B,GOMECC4_376,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/14/2021,21:45-04:00,,Sta109,CATOCHE,22.734,86.49,652,Deep,3,2060,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,7.785,7.60476,34.951,657,7.785_109,7.785_652,2.8533,124.846,1.8423,19.6844,29.0277,0.0205,29.0482,0.20795,2213.07,1036.72,7.60476,89.6601,376,Plate5,GOMECC2021_Plate5,62,F8,109_652,WBTSRHB,RB2103,2021-10-15,2:03+00:00,22.734_86.49,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_CATOCHE_Sta109_Deep_A,A,GOMECC4_375,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/14/2021,21:45-04:00,,Sta109,CATOCHE,22.734,86.49,652,Deep,3,2040,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,7.785,7.60476,34.951,657,7.785_109,7.785_652,2.8533,124.846,1.8423,19.6844,29.0277,0.0205,29.0482,0.20795,2213.07,1036.72,7.60476,89.6601,375,Plate5,GOMECC2021_Plate5,63,G8,109_652,WBTSRHB,RB2103,2021-10-15,2:03+00:00,22.734_86.49,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",DCM = 75 m.,Bottle 1.
GOMECC4_CATOCHE_Sta109_Deep_C,C,GOMECC4_377,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/14/2021,21:45-04:00,,Sta109,CATOCHE,22.734,86.49,652,Deep,3,2020,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,7.785,7.60476,34.951,657,7.785_109,7.785_652,2.8533,124.846,1.8423,19.6844,29.0277,0.0205,29.0482,0.20795,2213.07,1036.72,7.60476,89.6601,377,Plate5,GOMECC2021_Plate5,64,H8,109_652,WBTSRHB,RB2103,2021-10-15,2:03+00:00,22.734_86.49,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_CATOCHE_Sta109_DCM_A,A,GOMECC4_378,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/14/2021,21:45-04:00,,Sta109,CATOCHE,22.734,86.49,74,DCM,14,2100,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,27.224,8.03493,36.459,75,27.224_109,27.224_74,4.1127,182.988,0.04584,1.19659,0.49248,0.04291,0.53539,0.29061,2069.41,329.54,8.03493,220.15,378,Plate5,GOMECC2021_Plate5,65,A9,109_74,WBTSRHB,RB2103,2021-10-15,2:03+00:00,22.734_86.49,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,Bottle 12.
GOMECC4_CATOCHE_Sta109_DCM_B,B,GOMECC4_379,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/14/2021,21:45-04:00,,Sta109,CATOCHE,22.734,86.49,74,DCM,14,2020,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,27.224,8.03493,36.459,75,27.224_109,27.224_74,4.1127,182.988,0.04584,1.19659,0.49248,0.04291,0.53539,0.29061,2069.41,329.54,8.03493,220.15,379,Plate5,GOMECC2021_Plate5,66,B9,109_74,WBTSRHB,RB2103,2021-10-15,2:03+00:00,22.734_86.49,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_FLSTRAITS_Sta121_Deep_A,A,GOMECC4_414,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/17/2021,14:30-04:00,,Sta121,FLSTRAITS,24.4,80.625,358,Deep,2,2020,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,12.466,#N/A,35.569,361,12.466_121,12.466_358,2.8004,127.92,1.27622,10.4263,21.3805,0.02342,21.4039,0.13172,2193.32,#N/A,#N/A,#N/A,414,Plate5,GOMECC2021_Plate5,67,C9,121_358,WBTSRHB,RB2103,2021-10-17,18:50+00:00,24.4_80.625,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",Not enough water for eDNA. Combined bottles 2+3. Pick bottle 2 for CTD metadata.,
GOMECC4_CATOCHE_Sta107_Deep_A,A,GOMECC4_366,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/14/2021,13:47-04:00,,Sta107,CATOCHE,23.088,86.273,1220,Deep,2,1980,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,4.366,7.69072,34.965,1231,4.366_107,4.366_1220,4.5621,207.157,1.54186,25.5076,22.9776,0.00879,22.9864,0.13768,2198.89,832.8,7.69072,107.219,366,Plate5,GOMECC2021_Plate5,68,D9,107_1220,WBTSRHB,RB2103,2021-10-14,18:16+00:00,23.088_86.273,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,Bottle 1.
GOMECC4_FLSTRAITS_Sta121_Deep_C,C,GOMECC4_416,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/17/2021,14:30-04:00,,Sta121,FLSTRAITS,24.4,80.625,358,Deep,2,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,12.466,#N/A,35.569,361,12.466_121,12.466_358,2.8004,127.92,1.27622,10.4263,21.3805,0.02342,21.4039,0.13172,2193.32,#N/A,#N/A,#N/A,416,Plate5,GOMECC2021_Plate5,69,E9,121_358,WBTSRHB,RB2103,2021-10-17,18:50+00:00,24.4_80.625,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_FLSTRAITS_Sta123_Deep_A,A,GOMECC4_432,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/17/2021,19:06-04:00,,Sta123,FLSTRAITS,24.735,80.622,135,Deep,2,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,10.441,7.64947,35.271,136,10.4409999999999_123,10.4409999999999_135,2.6496,118.231,1.54294,13.8494,25.3517,0.02635,25.378,0.10833,2207.7,#N/A,7.64947,97.6356,432,Plate5,GOMECC2021_Plate5,70,F9,123_135,WBTSRHB,RB2103,2021-10-17,23:09+00:00,24.735_80.622,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",DCM = 50 m.,Bottle 1.
GOMECC4_CANCUN_Sta117_Surface_B,B,GOMECC4_400,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/15/2021,19:00-04:00,,Sta117,CANCUN,21.591,86.503,3,Surface,12,2120,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,29.915,8.09213,36.202,3,29.915_117,29.915_3,4.3635,194.813,0.01463,1.28051,0.06144,0.05266,0.11411,0.21163,2021.05,282.7,8.09213,234.592,400,Plate5,GOMECC2021_Plate5,71,G9,117_3,WBTSRHB,RB2103,2021-10-15,23:12+00:00,21.591_86.503,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_FLSTRAITS_Sta123_Deep_B,B,GOMECC4_433,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/17/2021,19:06-04:00,,Sta123,FLSTRAITS,24.735,80.622,135,Deep,2,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,10.441,7.64947,35.271,136,10.4409999999999_123,10.4409999999999_135,2.6496,118.231,1.54294,13.8494,25.3517,0.02635,25.378,0.10833,2207.7,#N/A,7.64947,97.6356,433,Plate5,GOMECC2021_Plate5,72,H9,123_135,WBTSRHB,RB2103,2021-10-17,23:09+00:00,24.735_80.622,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_CATOCHE_Sta107_Deep_C,C,GOMECC4_368,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/14/2021,13:47-04:00,,Sta107,CATOCHE,23.088,86.273,1220,Deep,2,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,4.366,7.69072,34.965,1231,4.366_107,4.366_1220,4.5621,207.157,1.54186,25.5076,22.9776,0.00879,22.9864,0.13768,2198.89,832.8,7.69072,107.219,368,Plate5,GOMECC2021_Plate5,73,A10,107_1220,WBTSRHB,RB2103,2021-10-14,18:16+00:00,23.088_86.273,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_FLSTRAITS_Sta121_Deep_B,B,GOMECC4_415,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/17/2021,14:30-04:00,,Sta121,FLSTRAITS,24.4,80.625,358,Deep,2,1980,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,12.466,#N/A,35.569,361,12.466_121,12.466_358,2.8004,127.92,1.27622,10.4263,21.3805,0.02342,21.4039,0.13172,2193.32,#N/A,#N/A,#N/A,415,Plate5,GOMECC2021_Plate5,74,B10,121_358,WBTSRHB,RB2103,2021-10-17,18:50+00:00,24.4_80.625,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_FLSTRAITS_Sta123_Deep_C,C,GOMECC4_434,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/17/2021,19:06-04:00,,Sta123,FLSTRAITS,24.735,80.622,135,Deep,2,2020,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,10.441,7.64947,35.271,136,10.4409999999999_123,10.4409999999999_135,2.6496,118.231,1.54294,13.8494,25.3517,0.02635,25.378,0.10833,2207.7,#N/A,7.64947,97.6356,434,Plate5,GOMECC2021_Plate5,75,C10,123_135,WBTSRHB,RB2103,2021-10-17,23:09+00:00,24.735_80.622,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_CANCUN_Sta117_Surface_A,A,GOMECC4_399,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/15/2021,19:00-04:00,,Sta117,CANCUN,21.591,86.503,3,Surface,12,2040,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,29.915,8.09213,36.202,3,29.915_117,29.915_3,4.3635,194.813,0.01463,1.28051,0.06144,0.05266,0.11411,0.21163,2021.05,282.7,8.09213,234.592,399,Plate5,GOMECC2021_Plate5,76,D10,117_3,WBTSRHB,RB2103,2021-10-15,23:12+00:00,21.591_86.503,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,Bottle 10.
GOMECC4_CAPECORAL_Sta131_DCM_B,B,GOMECC4_445,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/19/2021,12:31-04:00,,Sta131,CAPECORAL,26.729,83.101,24,DCM,4,2040,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.445,8.06489,35.987,24,28.445_131,28.445_24,4.2607,190.165,0.04974,2.92796,0.11216,0.00975,0.12192,0.18629,2055.17,#N/A,8.06489,224.434,445,Plate6,GOMECC2021_Plate6,7,G1,131_24,WBTSRHB,RB2103,2021-10-19,16:38+00:00,26.729_83.101,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_CAPECORAL_Sta132_DCM_C,C,GOMECC4_455,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/19/2021,14:25-04:00,,Sta132,CAPECORAL,26.62,83.24,20,DCM,7,2040,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.602,8.08218,35.909,20,28.6019999999999_132,28.6019999999999_20,4.3356,196.283,0.03024,1.66402,0.03999,0.00488,0.04487,0.1151,2039.56,#N/A,8.08218,231.06,455,Plate6,GOMECC2021_Plate6,8,H1,132_20,WBTSRHB,RB2103,2021-10-19,18:28+00:00,26.62_83.24,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_FLSTRAITS_Sta121_DCM_C,C,GOMECC4_419,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/17/2021,14:30-04:00,,Sta121,FLSTRAITS,24.4,80.625,91,DCM,7,2100,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,26.216,8.00997,36.63,91,26.2159999999999_121,26.2159999999999_91,3.8966,172.937,0.10627,1.34444,1.4351,0.14429,1.57939,0.20961,2096,#N/A,8.00997,205.79,419,Plate5,GOMECC2021_Plate5,77,E10,121_91,WBTSRHB,RB2103,2021-10-17,18:50+00:00,24.4_80.625,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_FLSTRAITS_Sta123_Surface_A,A,GOMECC4_438,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/17/2021,19:06-04:00,,Sta123,FLSTRAITS,24.735,80.622,3,Surface,13,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,29.744,8.08661,35.6,3,29.744_123,29.744_3,4.3796,196.061,0.03512,0.83421,0.0322,0.00488,0.03708,0.18441,2024.47,#N/A,8.08661,238.584,438,Plate5,GOMECC2021_Plate5,78,F10,123_3,WBTSRHB,RB2103,2021-10-17,23:09+00:00,24.735_80.622,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,Bottle 12.
GOMECC4_FLSTRAITS_Sta121_DCM_B,B,GOMECC4_418,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/17/2021,14:30-04:00,,Sta121,FLSTRAITS,24.4,80.625,91,DCM,7,2080,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,26.216,8.00997,36.63,91,26.2159999999999_121,26.2159999999999_91,3.8966,172.937,0.10627,1.34444,1.4351,0.14429,1.57939,0.20961,2096,#N/A,8.00997,205.79,418,Plate5,GOMECC2021_Plate5,79,G10,121_91,WBTSRHB,RB2103,2021-10-17,18:50+00:00,24.4_80.625,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_CANCUN_Sta118_DCM_C,C,GOMECC4_407,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/15/2021,22:00-04:00,,Sta118,CANCUN,21.633,86.242,64,DCM,15,2060,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,27.976,8.05883,36.346,64,27.976_118,27.976_64,4.274,190.648,0.04388,1.13206,0.0585,0.00975,0.06826,0.21452,2054.1,312.05,8.05883,220.215,407,Plate6,GOMECC2021_Plate6,9,A2,118_64,WBTSRHB,RB2103,2021-10-16,2:37+00:00,21.633_86.242,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_CANCUN_Sta118_Deep_A,A,GOMECC4_402,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/15/2021,22:00-04:00,,Sta118,CANCUN,21.633,86.242,1045,Deep,3,1980,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,5.186,7.65107,34.934,1054,5.186_118,5.186_1045,3.9063,176.597,1.69549,24.7901,25.9604,0.01074,25.9711,0.2245,#N/A,922.33,7.65107,97.1536,402,Plate6,GOMECC2021_Plate6,10,B2,118_1045,WBTSRHB,RB2103,2021-10-16,2:37+00:00,21.633_86.242,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,Bottle 1.
GOMECC4_CANCUN_Sta118_Deep_B,B,GOMECC4_403,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/15/2021,22:00-04:00,,Sta118,CANCUN,21.633,86.242,1045,Deep,3,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,5.186,7.65107,34.934,1054,5.186_118,5.186_1045,3.9063,176.597,1.69549,24.7901,25.9604,0.01074,25.9711,0.2245,#N/A,922.33,7.65107,97.1536,403,Plate6,GOMECC2021_Plate6,11,C2,118_1045,WBTSRHB,RB2103,2021-10-16,2:37+00:00,21.633_86.242,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_CAPECORAL_Sta132_DCM_B,B,GOMECC4_454,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/19/2021,14:25-04:00,,Sta132,CAPECORAL,26.62,83.24,20,DCM,7,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.602,8.08218,35.909,20,28.6019999999999_132,28.6019999999999_20,4.3356,196.283,0.03024,1.66402,0.03999,0.00488,0.04487,0.1151,2039.56,#N/A,8.08218,231.06,454,Plate6,GOMECC2021_Plate6,12,D2,132_20,WBTSRHB,RB2103,2021-10-19,18:28+00:00,26.62_83.24,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_CAPECORAL_Sta132_DCM_A,A,GOMECC4_453,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/19/2021,14:25-04:00,,Sta132,CAPECORAL,26.62,83.24,20,DCM,7,1960,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.602,8.08218,35.909,20,28.6019999999999_132,28.6019999999999_20,4.3356,196.283,0.03024,1.66402,0.03999,0.00488,0.04487,0.1151,2039.56,#N/A,8.08218,231.06,453,Plate6,GOMECC2021_Plate6,13,E2,132_20,WBTSRHB,RB2103,2021-10-19,18:28+00:00,26.62_83.24,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,Bottle 5.
GOMECC4_CAPECORAL_Sta131_DCM_C,C,GOMECC4_446,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/19/2021,12:31-04:00,,Sta131,CAPECORAL,26.729,83.101,24,DCM,4,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.445,8.06489,35.987,24,28.445_131,28.445_24,4.2607,190.165,0.04974,2.92796,0.11216,0.00975,0.12192,0.18629,2055.17,#N/A,8.06489,224.434,446,Plate6,GOMECC2021_Plate6,14,F2,131_24,WBTSRHB,RB2103,2021-10-19,16:38+00:00,26.729_83.101,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_CATOCHE_Sta107_Deep_B,B,GOMECC4_367,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/14/2021,13:47-04:00,,Sta107,CATOCHE,23.088,86.273,1220,Deep,2,2100,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,4.366,7.69072,34.965,1231,4.366_107,4.366_1220,4.5621,207.157,1.54186,25.5076,22.9776,0.00879,22.9864,0.13768,2198.89,832.8,7.69072,107.219,367,Plate5,GOMECC2021_Plate5,80,H10,107_1220,WBTSRHB,RB2103,2021-10-14,18:16+00:00,23.088_86.273,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
